년월,데이터 건수,평당 거래가,표준화된 데이터 건수
202007,218,2555.8006382076787,-0.03552683282185812
202008,97,2653.784497317804,-0.6020549616464562
202009,82,2750.704979136284,-0.6722857214181006
202010,128,2844.920116820355,-0.45691139145172444
202011,108,2836.7702934491185,-0.5505524044805836
202012,168,3012.6841887592027,-0.26962936539400606
202101,115,3006.3296889345875,-0.5177780499204829
202102,123,2866.67673457092,-0.48032164470893923
202103,85,3040.921265774736,-0.6582395694637717
202104,65,2875.171230124243,-0.7518805824926309
202105,88,3115.5380341281343,-0.6441934175094428
202106,99,3065.6867677794053,-0.5926908603435702
202107,136,3135.601007577998,-0.4194549862401808
202108,111,3126.614701130904,-0.5365062525262547
202109,48,2981.958766107575,-0.8314754435671612
202110,31,3415.2150964155057,-0.9110703046416915
202111,21,2840.6042391260103,-0.9578908111561211
202112,13,2530.4308457196994,-0.9953472163676648
202201,22,2964.0261760539515,-0.9532087605046782
202202,12,2764.775012391181,-1.0000292670191078
202203,18,2917.2066461645004,-0.97193696311045
202204,36,3283.071702686648,-0.8876600513844767
202205,25,2946.805256737421,-0.9391626085503493
202206,20,2922.9664462815863,-0.9625728618075641
202207,13,3196.711630811809,-0.9953472163676648
202208,16,2624.5167123936308,-0.9813010644133359
202209,12,3066.6276468845736,-1.0000292670191078
202210,11,2374.727371680889,-1.0047113176705507
202211,8,2502.5429399955383,-1.0187574696248796
202212,82,3314.9861019488985,-0.6722857214181006
202301,26,3112.8155086128304,-0.9344805578989063
202302,38,2653.5338923342456,-0.8782959500815908
202303,79,2488.66316222124,-0.6863318733724294
202304,53,2601.995503755043,-0.8080651903099464
202305,57,2802.151351952394,-0.7893369877041746
202306,129,2893.1992692318936,-0.4522293408002815
202307,65,2694.420100163172,-0.7518805824926309
202308,191,2818.867889783191,-0.16194220041081803
202309,52,2863.116189397173,-0.8127472409613894
202310,87,2860.579817024122,-0.6488754681608858
202311,38,2658.635739381288,-0.8782959500815908
202312,39,2737.9484526012334,-0.8736138994301478
202401,35,2762.0117631528765,-0.8923421020359197
202402,43,2647.917884783906,-0.854885696824376
201512,250,1672.2784339759028,0.11429878802431657
201601,275,1711.529207297984,0.23135005431039055
201602,310,1759.1853493375706,0.39522182711089415
201603,605,1742.860649238165,1.776426769286567
201604,816,1824.716087821508,2.7643394567410313
201605,865,1823.5288613744544,2.993759938661736
201606,962,1918.9373098942,3.4479188518517034
201607,832,1913.778132256146,2.8392522671641185
201608,713,1915.947489332899,2.2820882396424067
201609,598,1968.05080566684,1.7436524147264663
201610,674,1969.99196698358,2.099488264236131
201611,274,1897.3796793323952,0.2266680036589476
201612,199,1931.2476217160013,-0.12448579519927434
201701,199,1917.3540236295585,-0.12448579519927434
201702,276,1955.1994549636613,0.23603210496183352
201703,528,1951.9522700593527,1.415908869125459
201704,449,1992.8080290929383,1.0460268676614655
201705,805,2084.291140110968,2.7128368995751586
201706,898,2074.1404988964714,3.148267610159354
201707,974,2134.7128339310816,3.504103459669019
201708,292,2040.7448147256607,0.31094491538492086
201709,297,2160.8769609684387,0.33435516864213566
201710,363,2244.839946774278,0.643370511637371
201711,398,2274.752065984081,0.8072422844378745
201712,452,2266.3787123949696,1.0600730196157944
201801,661,2275.228189967892,2.0386216057673727
201802,720,2311.6397401977074,2.3148625942025074
201803,704,2199.693752186738,2.23994978377942
201804,281,2212.670336516675,0.2594423582190483
201805,328,2275.30776857562,0.4794987388368674
201806,300,2282.4579117516555,0.34840132059646456
201807,479,2409.615714447268,1.1864883872047542
201808,1070,2472.661557701774,3.953580322207543
201809,316,2537.3285660941965,0.4233141310195519
201810,168,2459.47914861287,-0.26962936539400606
201811,77,2363.360992338776,-0.6956959746753154
201812,84,2245.802203003527,-0.6629216201152146
201901,81,2382.241021076398,-0.6769677720695435
201902,73,2394.348413030697,-0.7144241772810872
201903,117,2348.399818794611,-0.508413948617597
201904,141,2407.5774676629903,-0.396044732982966
201905,199,2528.5613535231146,-0.12448579519927434
201906,300,2606.1807160820044,0.34840132059646456
201907,375,2838.9137129327887,0.6995551194546865
201908,299,2655.993406881805,0.34371926994502155
201909,326,2638.764847835008,0.4701346375339815
201910,589,2851.9251506764645,1.7015139588634796
201911,579,2918.005576452132,1.65469345234905
201912,663,2869.304737384009,2.0479857070702585
202001,425,2735.7130446773585,0.9336576520268345
202002,473,2885.3791288317493,1.1583960832960964
202003,264,2764.2673931147337,0.179847497144518
202004,193,2548.8630649688234,-0.1525780991079321
202005,335,2899.577841716534,0.5122730933969681
202006,1166,3047.162363821142,4.403057184746067
202007,988,3154.022117665312,3.5696521687892204
202008,419,3224.5236828948523,0.9055653481181767
202009,318,3305.265132100775,0.4326782323224378
202010,338,3283.8990150950613,0.526319245351297
202011,464,3301.268526879376,1.1162576274331097
202012,432,3450.986643025466,0.9664320065869352
202101,328,3736.223861176324,0.4794987388368674
202102,267,3436.256303402225,0.19389364909884688
202103,216,3413.2494129955053,-0.044890934124744035
202104,246,3644.0832058168494,0.09557058541854474
202105,374,3721.1250725524974,0.6948730688032435
202106,306,3949.307726401648,0.3764936245051223
202107,384,3989.9277608454754,0.7416935753176731
202108,326,4039.85871450476,0.4701346375339815
202109,153,3993.0352307803023,-0.33986012516565045
202110,122,4105.608126127347,-0.4850036953603822
202111,77,3578.0484971149785,-0.6956959746753154
202112,63,3685.160163460928,-0.7612446837955168
202201,99,3472.679863534962,-0.5926908603435702
202202,54,3234.921357077863,-0.8033831396585034
202203,81,3751.558059888797,-0.6769677720695435
202204,71,3731.352303061175,-0.7237882785839731
202205,87,3609.132745936452,-0.6488754681608858
202206,53,3433.0239402854354,-0.8080651903099464
202207,37,3090.720018287886,-0.8829780007330338
202208,39,3288.573615349404,-0.8736138994301478
202209,31,3314.0708046965383,-0.9110703046416915
202210,28,3370.1283912429208,-0.9251164565960204
202211,42,3191.721593550953,-0.859567747475819
202212,53,3421.1090972154725,-0.8080651903099464
202301,53,3480.7385535833146,-0.8080651903099464
202302,154,3566.699925168371,-0.3351780745142075
202303,151,3414.467435327649,-0.3492242264685364
202304,167,3797.949998952006,-0.274311416045449
202305,184,3516.6853292136984,-0.19471655497091872
202306,210,3624.38473617164,-0.07298323803340179
202307,157,3638.945194837131,-0.3211319225598786
202308,198,3571.439590771869,-0.1291678458507173
202309,196,3480.7574522276414,-0.13853194715360323
202310,128,3330.611181915762,-0.45691139145172444
202311,105,3302.5747554825853,-0.5645985564349125
202312,108,3519.8326235066584,-0.5505524044805836
202401,138,3548.464701508268,-0.41009088493729484
202402,132,3634.8215125372894,-0.4381831888459526
201512,144,1667.1548955763876,-0.3819985810286371
201601,196,1627.7072844033894,-0.13853194715360323
201602,180,1685.5789240984263,-0.21344475757669057
201603,289,1654.127205402568,0.296898763430592
201604,308,1688.5848363052082,0.3858577258080082
201605,300,1653.085640596431,0.34840132059646456
201606,362,1702.4746380972358,0.638688460985928
201607,390,1786.0744648588322,0.7697858792263309
201608,314,1714.6561723079617,0.41395002971666595
201609,281,1739.0268794625931,0.2594423582190483
201610,353,1727.670243317307,0.5965500051229414
201611,221,1759.713567277468,-0.021480680867529238
201612,169,1731.520730410871,-0.2649473147425631
201701,166,1797.7790555909169,-0.278993466696892
201702,198,1731.0402642204358,-0.1291678458507173
201703,310,1713.4204145020128,0.39522182711089415
201704,288,1713.3362501894662,0.292216712779149
201705,406,1770.142076106339,0.8446986896494182
201706,436,1756.879423762772,0.985160209192707
201707,442,1817.8626734819848,1.0132525131013648
201708,198,1788.82227102028,-0.1291678458507173
201709,249,1895.8527569006903,0.10961673737287363
201710,204,1877.67888525828,-0.10107554194205955
201711,216,1855.773014197224,-0.044890934124744035
201712,232,1909.9891665929256,0.030021876298343315
201801,365,1956.6167321105563,0.6527346129402569
201802,356,1949.157786050372,0.6105961570772702
201803,390,1988.916178895732,0.7697858792263309
201804,179,1966.3311518820296,-0.21812680822813352
201805,206,1999.454990806423,-0.09171144063917362
201806,325,2071.407623942551,0.46545258688253854
201807,249,2030.618670563456,0.10961673737287363
201808,356,2041.794576815224,0.6105961570772702
201809,181,2169.412251319899,-0.2087627069252476
201810,134,2280.722872578214,-0.4288190875430667
201811,59,2228.731202767255,-0.7799728864012886
201812,55,2161.944786501644,-0.7987010890070605
201901,82,2137.59837253284,-0.6722857214181006
201902,41,2188.005844382282,-0.8642497981272619
201903,84,2180.4280954522324,-0.6629216201152146
201904,90,2213.7106155503247,-0.6348293162065569
201905,169,2167.120949488304,-0.2649473147425631
201906,183,2397.475722925868,-0.1993986056223617
201907,235,2442.2473298071727,0.04406802825267219
201908,206,2464.4167188508422,-0.09171144063917362
201909,193,2398.455208784704,-0.1525780991079321
201910,335,2514.2308400878965,0.5122730933969681
201911,401,2504.695502855356,0.8212884363922034
201912,283,2508.6357251954787,0.2688064595219342
202001,235,2543.1807015902864,0.04406802825267219
202002,303,2547.3625286378888,0.3624474725507934
202003,189,2542.3302508011616,-0.17130630171370392
202004,146,2434.083954450685,-0.3726344797257512
202005,179,2555.830084166873,-0.21812680822813352
202006,538,2780.468966414552,1.4627293756398887
202007,325,2747.6494023459845,0.46545258688253854
202008,119,2967.769066624383,-0.4990498473147111
202009,119,2982.1491186714743,-0.4990498473147111
202010,131,2931.97895427256,-0.4428652394973956
202011,184,3190.374389124012,-0.19471655497091872
202012,233,3286.266479500731,0.03470392694978627
202101,176,3285.9709005848645,-0.2321729601824624
202102,141,3403.2953705075506,-0.396044732982966
202103,140,3431.635591941775,-0.40072678363440895
202104,105,3193.074634128083,-0.5645985564349125
202105,171,3578.3457848514586,-0.2555832134396772
202106,105,3520.719357553259,-0.5645985564349125
202107,191,3693.0971718878513,-0.16194220041081803
202108,147,3735.0312640425263,-0.3679524290743082
202109,108,3790.7054862599366,-0.5505524044805836
202110,108,3573.6813508907,-0.5505524044805836
202111,48,3607.842692542498,-0.8314754435671612
202112,51,3556.6339354226507,-0.8174292916128323
202201,44,3324.536674083631,-0.850203646172933
202202,42,3420.0363385799847,-0.859567747475819
202203,45,3477.8800820486777,-0.8455215955214901
202204,71,3495.336021827058,-0.7237882785839731
202205,76,3511.3108221048983,-0.7003780253267583
202206,41,3688.6395089839175,-0.8642497981272619
202207,21,3489.5247884394003,-0.9578908111561211
202208,18,3238.3722010591846,-0.97193696311045
202209,17,2944.6302123156465,-0.976619013761893
202210,15,3125.394955283029,-0.9859831150647789
202211,14,2976.804668532884,-0.9906651657162218
202212,14,3399.963722111373,-0.9906651657162218
202301,33,2879.326556216361,-0.9017062033388056
202302,59,3040.7926750262736,-0.7799728864012886
202303,63,3102.623222219373,-0.7612446837955168
202304,82,3205.538365087388,-0.6722857214181006
202305,197,2437.8749990715264,-0.13384989650216025
202306,100,3229.0263519946907,-0.5880088096921273
202307,105,3352.6682390012456,-0.5645985564349125
202308,119,3339.279721746465,-0.4990498473147111
202309,112,3344.9482273560343,-0.5318242018748118
202310,69,3140.453092658824,-0.733152379886859
202311,46,3198.031439019391,-0.8408395448700471
202312,47,3055.160597248397,-0.8361574942186042
202401,71,3111.346197269502,-0.7237882785839731
202402,83,3023.6492958607614,-0.6676036707666576
201512,117,2323.2706915966933,-0.508413948617597
201601,98,2291.7602511930168,-0.5973729109950132
201602,104,2212.427014977263,-0.5692806070863554
201603,226,2277.456657540784,0.0019295723896855582
201604,209,2327.529664845762,-0.07766528868484475
201605,199,2367.6303916260604,-0.12448579519927434
201606,263,2288.991918473875,0.17516544649307506
201607,212,2370.4744541442583,-0.06361913673051588
201608,243,2314.1371692494063,0.08152443346421587
201609,234,2397.108505017159,0.03938597760122923
201610,283,2403.5104167377685,0.2688064595219342
201611,116,2403.0880449112583,-0.5130959992690399
201612,105,2391.1214762121454,-0.5645985564349125
201701,72,2244.860031030183,-0.7191062279325302
201702,102,2274.3122955279327,-0.5786447083892414
201703,179,2363.23659314693,-0.21812680822813352
201704,210,2498.567071249985,-0.07298323803340179
201705,361,2456.855565075633,0.634006410334485
201706,292,2489.151048372117,0.31094491538492086
201707,320,2643.9329432999816,0.44204233362532375
201708,105,2594.658774436341,-0.5645985564349125
201709,186,2600.627206138412,-0.18535245366803282
201710,168,2749.1233839893894,-0.26962936539400606
201711,192,2803.2100871459274,-0.15726014975937505
201712,201,2810.251835892728,-0.11512169389638842
201801,286,2812.870661224319,0.2828526114762631
201802,157,2917.9337765856976,-0.3211319225598786
201803,150,2838.27483564314,-0.35390627711997935
201804,70,2782.464855098853,-0.7284703292354161
201805,60,2699.3643521424087,-0.7752908357498457
201806,63,2835.327745209749,-0.7612446837955168
201807,111,3076.174800633691,-0.5365062525262547
201808,269,3352.847560736843,0.2032577504017328
201809,176,3457.756229286299,-0.2321729601824624
201810,53,3227.7104113923106,-0.8080651903099464
201811,35,3230.8315385335704,-0.8923421020359197
201812,31,3022.299448709361,-0.9110703046416915
201901,29,2626.6265163477897,-0.9204344059445774
201902,30,3027.8455773660144,-0.9157523552931345
201903,57,3013.116092157006,-0.7893369877041746
201904,75,3324.482810853318,-0.7050600759782013
201905,99,3340.649771387667,-0.5926908603435702
201906,189,3454.794619829379,-0.17130630171370392
201907,220,3545.6148745278574,-0.026162731518972197
201908,198,3632.505563633664,-0.1291678458507173
201909,149,3539.7654134325694,-0.3585883277714223
201910,298,3773.361652663302,0.3390372192935786
201911,225,3873.060710918752,-0.002752478261757401
201912,132,3771.196037912952,-0.4381831888459526
202001,63,3696.033170817144,-0.7612446837955168
202002,115,3736.7822812536815,-0.5177780499204829
202003,55,3610.891609934727,-0.7987010890070605
202004,41,3546.155982227864,-0.8642497981272619
202005,84,3614.374394277621,-0.6629216201152146
202006,238,4157.996104144209,0.05811418020700107
202007,201,4212.298559431608,-0.11512169389638842
202008,99,4613.066161964151,-0.5926908603435702
202009,76,4345.812453790591,-0.7003780253267583
202010,77,4230.638668136202,-0.6956959746753154
202011,109,4648.778435671494,-0.5458703538291406
202012,132,4721.790883235737,-0.4381831888459526
202101,111,5099.215121961082,-0.5365062525262547
202102,68,4880.297205440059,-0.737834430538302
202103,70,4561.331833487837,-0.7284703292354161
202104,47,4666.734633302792,-0.8361574942186042
202105,81,4895.074335485808,-0.6769677720695435
202106,60,5084.512618329884,-0.7752908357498457
202107,87,5156.511033326892,-0.6488754681608858
202108,79,5300.706225184391,-0.6863318733724294
202109,55,5081.937242927711,-0.7987010890070605
202110,40,5168.919714770596,-0.8689318487787049
202111,30,5324.498862056214,-0.9157523552931345
202112,18,5418.053250966803,-0.97193696311045
202201,26,4996.235367064286,-0.9344805578989063
202202,14,4877.886172168711,-0.9906651657162218
202203,28,5167.816233906572,-0.9251164565960204
202204,47,4945.414807767023,-0.8361574942186042
202205,44,5088.682345559647,-0.850203646172933
202206,13,4785.347014841592,-0.9953472163676648
202207,13,4994.2171561730565,-0.9953472163676648
202208,12,4516.792576777796,-1.0000292670191078
202209,12,3812.38116817228,-1.0000292670191078
202210,9,3824.650479580733,-1.0140754189734367
202211,8,4208.807085872228,-1.0187574696248796
202212,59,4148.626218658962,-0.7799728864012886
202301,36,4276.108135312938,-0.8876600513844767
202302,47,4689.15614246537,-0.8361574942186042
202303,48,4404.415458674969,-0.8314754435671612
202304,63,4720.873749360648,-0.7612446837955168
202305,72,4953.577049483868,-0.7191062279325302
202306,66,4829.807424850129,-0.7471985318411879
202307,67,4993.756123257545,-0.742516481189745
202308,83,4969.243128622518,-0.6676036707666576
202309,80,5066.202818908794,-0.6816498227209865
202310,43,4695.122875429737,-0.854885696824376
202311,36,4910.37983203627,-0.8876600513844767
202312,52,4940.300595163782,-0.8127472409613894
202401,56,4721.271270654751,-0.7940190383556175
202402,59,4807.466274876452,-0.7799728864012886
201512,242,1537.3659172173457,0.0768423828127729
201601,293,1567.3699170913178,0.3156269660363638
201602,313,1559.3461457067883,0.409267979065223
201603,470,1522.1082240249352,1.1443499313417675
201604,516,1562.9966995150685,1.3597242613081435
201605,534,1578.1411282910403,1.444001173034117
201606,652,1627.8364520457103,1.996483149904386
201607,640,1594.6712754934235,1.9402985420870706
201608,520,1597.130970203092,1.3784524639139155
201609,564,1668.8762673983847,1.5844626925774057
201610,644,1706.5058824646396,1.9590267446928424
201611,289,1663.3925070862354,0.296898763430592
201612,224,1642.2448816718916,-0.00743452891320036
201701,206,1644.0889622267837,-0.09171144063917362
201702,304,1690.0572587677448,0.36712952320223635
201703,413,1691.1040632988222,0.8774730442095189
201704,462,1685.0931589268368,1.106893526130224
201705,629,1768.3169780815188,1.888795984921198
201706,693,1747.1483765956211,2.1884472266135475
201707,618,1793.8908931568203,1.8372934277553254
201708,304,1728.2559265148402,0.36712952320223635
201709,364,1765.697958157982,0.6480525622888139
201710,300,1802.960664358632,0.34840132059646456
201711,315,1811.7068961231632,0.41863208036810895
201712,314,1906.995166856908,0.41395002971666595
201801,502,1912.560710231545,1.2941755521879421
201802,469,1914.8857675399088,1.1396678806903247
201803,548,1865.3768730903407,1.5095498821543183
201804,319,1865.169984809449,0.43736028297388074
201805,312,1872.278228761512,0.40458592841378005
201806,374,1932.779752205073,0.6948730688032435
201807,432,2036.0681972755303,0.9664320065869352
201808,796,1961.057516451949,2.670698443712172
201809,400,1925.0169793420769,0.8166063857407605
201810,215,1935.243108446183,-0.04957298477618699
201811,115,2020.4728507734576,-0.5177780499204829
201812,87,1892.603449492476,-0.6488754681608858
201901,99,1903.4626800975443,-0.5926908603435702
201902,84,1839.2240172433,-0.6629216201152146
201903,124,1926.990423994112,-0.4756395940574963
201904,167,2028.0027530956645,-0.274311416045449
201905,161,2200.156114529212,-0.3024037199541068
201906,295,2157.8504351319907,0.32499106733924976
201907,373,2344.8779558739147,0.6901910181518006
201908,286,2417.6693057103776,0.2828526114762631
201909,316,2345.651167617593,0.4233141310195519
201910,540,2433.415133236324,1.4720934769427747
201911,574,2479.3847400495742,1.6312831990918353
201912,509,2392.316765328213,1.3269499067480428
202001,443,2343.4951521066164,1.0179345637528077
202002,579,2297.306904363047,1.65469345234905
202003,330,2243.4411143583507,0.48886284013975334
202004,241,2238.6379976993,0.07216033216132994
202005,380,2303.943597186269,0.7229653727119013
202006,915,2574.356655358444,3.2278624712338844
202007,577,2692.7213630578394,1.6453293510461642
202008,270,2710.7599604223324,0.20793980105317578
202009,228,2734.0101131990136,0.011293673692571476
202010,246,2639.278779043723,0.09557058541854474
202011,483,2638.0734338030115,1.205216589810526
202012,386,2990.426327227236,0.751057676620559
202101,338,3005.653956564555,0.526319245351297
202102,211,2972.9149600382048,-0.06830118738195882
202103,268,3110.2396329502108,0.19857569975028985
202104,205,3035.2663368035337,-0.09639349129061658
202105,284,3186.037599027012,0.2734885101733772
202106,358,2855.143237714081,0.6199602583801562
202107,277,3358.028837876388,0.24071415561327647
202108,253,3416.456852307156,0.12834493997864546
202109,158,3458.228362403212,-0.31644987190843565
202110,124,3363.7853586961664,-0.4756395940574963
202111,97,3501.4118112858982,-0.6020549616464562
202112,73,3278.0501508974367,-0.7144241772810872
202201,151,2938.821481525735,-0.3492242264685364
202202,53,3024.6183576975764,-0.8080651903099464
202203,91,3259.6288419942925,-0.6301472655551139
202204,98,3120.0671745517943,-0.5973729109950132
202205,100,3129.2696221068195,-0.5880088096921273
202206,70,3243.4321347808727,-0.7284703292354161
202207,39,2947.0589747245053,-0.8736138994301478
202208,38,2952.809507489884,-0.8782959500815908
202209,43,2400.682015062083,-0.854885696824376
202210,40,2946.044116660373,-0.8689318487787049
202211,26,2836.577479127193,-0.9344805578989063
202212,27,2821.008056552767,-0.9297985072474634
202301,48,2868.473747245527,-0.8314754435671612
202302,97,2868.5671699616864,-0.6020549616464562
202303,140,3077.4609958674123,-0.40072678363440895
202304,159,2916.296858698787,-0.3117678212569927
202305,138,2904.1958649332155,-0.41009088493729484
202306,140,3052.5355927656506,-0.40072678363440895
202307,149,3075.009306321633,-0.3585883277714223
202308,162,3169.6192154870555,-0.2977216693026638
202309,151,3023.332239615822,-0.3492242264685364
202310,122,3070.5498921095445,-0.4850036953603822
202311,91,3060.2230092794707,-0.6301472655551139
202312,84,2936.711848076184,-0.6629216201152146
202401,132,2881.456281107988,-0.4381831888459526
202402,115,3012.553769339601,-0.5177780499204829
201512,86,1407.733312339231,-0.6535575188123287
201601,81,1361.4965564955455,-0.6769677720695435
201602,98,1374.4928677612415,-0.5973729109950132
201603,160,1365.4663480072966,-0.30708577060554976
201604,153,1388.9017046952513,-0.33986012516565045
201605,138,1362.758928781935,-0.41009088493729484
201606,176,1433.8906297102794,-0.2321729601824624
201607,183,1401.009056084819,-0.1993986056223617
201608,151,1418.232859791314,-0.3492242264685364
201609,184,1416.535770667894,-0.19471655497091872
201610,213,1453.4494681242368,-0.058937086079072915
201611,106,1435.2299982465,-0.5599165057834695
201612,86,1413.2626725746588,-0.6535575188123287
201701,82,1492.6655056359134,-0.6722857214181006
201702,89,1433.8270896260792,-0.6395113668579998
201703,146,1484.811797212787,-0.3726344797257512
201704,160,1502.5030000805164,-0.30708577060554976
201705,193,1470.9076726679823,-0.1525780991079321
201706,198,1436.557865977741,-0.1291678458507173
201707,196,1480.5045621901402,-0.13853194715360323
201708,95,1453.3075091482035,-0.6114190629493421
201709,98,1619.0661583537965,-0.5973729109950132
201710,101,1472.1522377085962,-0.5833267590406843
201711,84,1570.0350482979345,-0.6629216201152146
201712,80,1660.6874500157178,-0.6816498227209865
201801,121,1607.0933421235884,-0.4896857460118252
201802,110,1603.169602967758,-0.5411883031776977
201803,173,1624.655956743482,-0.2462191121367913
201804,87,1684.6542676305403,-0.6488754681608858
201805,94,1561.748482643378,-0.616101113600785
201806,103,1700.1444244528986,-0.5739626577377984
201807,138,1667.2421740890088,-0.41009088493729484
201808,321,1675.09615256918,0.4467243842767667
201809,194,1583.1921642607542,-0.14789604845648913
201810,109,1667.5100867803674,-0.5458703538291406
201811,63,1721.2074941009002,-0.7612446837955168
201812,44,1825.639436126971,-0.850203646172933
201901,46,1722.9698821710074,-0.8408395448700471
201902,46,1627.08029954656,-0.8408395448700471
201903,82,1764.1751511907426,-0.6722857214181006
201904,82,1682.0658278321855,-0.6722857214181006
201905,100,2019.636871717368,-0.5880088096921273
201906,96,1884.926170091468,-0.6067370122978991
201907,158,1924.448863162328,-0.31644987190843565
201908,141,2119.1997614486536,-0.396044732982966
201909,175,2047.0542331071413,-0.23685501083390537
201910,245,2034.326166117045,0.09088853476710178
201911,195,2038.072960460724,-0.14321399780504618
201912,133,2032.4584216538487,-0.43350113819450964
202001,125,2134.068631998404,-0.47095754340605334
202002,188,2072.675541067384,-0.1759883523651469
202003,180,2145.326169690386,-0.21344475757669057
202004,54,1941.8417059012324,-0.8033831396585034
202005,104,2001.690525616641,-0.5692806070863554
202006,242,2135.4100208259274,0.0768423828127729
202007,186,2365.835083818487,-0.18535245366803282
202008,93,2613.538008103871,-0.620783164252228
202009,69,2584.809279531126,-0.733152379886859
202010,72,2305.544487364695,-0.7191062279325302
202011,123,2769.634127538844,-0.48032164470893923
202012,262,2893.432237188485,0.17048339584163208
202101,116,2868.735586612835,-0.5130959992690399
202102,78,2870.253856032322,-0.6910139240238724
202103,131,2749.3588009995374,-0.4428652394973956
202104,83,2858.062566817245,-0.6676036707666576
202105,110,2788.72367494766,-0.5411883031776977
202106,72,3045.211434790066,-0.7191062279325302
202107,103,3030.512328822011,-0.5739626577377984
202108,105,2932.34797102007,-0.5645985564349125
202109,72,3139.3891978572588,-0.7191062279325302
202110,68,3314.456141347908,-0.737834430538302
202111,27,2805.459901257105,-0.9297985072474634
202112,24,2824.321030935628,-0.9438446592017922
202201,26,2905.928014436596,-0.9344805578989063
202202,17,2854.9570684402147,-0.976619013761893
202203,33,2938.266397066559,-0.9017062033388056
202204,44,3016.827544130395,-0.850203646172933
202205,47,3008.618873461606,-0.8361574942186042
202206,22,2758.284486845277,-0.9532087605046782
202207,22,3495.692650359392,-0.9532087605046782
202208,22,3129.581189780965,-0.9532087605046782
202209,14,3001.449125208852,-0.9906651657162218
202210,10,2625.043053658331,-1.0093933683219936
202211,147,3670.0680322797457,-0.3679524290743082
202212,14,2979.370784718756,-0.9906651657162218
202301,15,2775.5116601530776,-0.9859831150647789
202302,35,2735.228888528593,-0.8923421020359197
202303,54,2907.0294556020176,-0.8033831396585034
202304,55,2884.2970201631456,-0.7987010890070605
202305,40,2737.781207614237,-0.8689318487787049
202306,60,2692.5007057614885,-0.7752908357498457
202307,66,2764.392082264033,-0.7471985318411879
202308,57,2672.113707886652,-0.7893369877041746
202309,56,2641.753689772577,-0.7940190383556175
202310,47,2866.526248594025,-0.8361574942186042
202311,33,2684.0301480991216,-0.9017062033388056
202312,31,2431.9206504695035,-0.9110703046416915
202401,44,2676.51120702699,-0.850203646172933
202402,39,2765.555934202672,-0.8736138994301478
201512,491,1519.2274217449683,1.2426729950220696
201601,502,1532.5713653054754,1.2941755521879421
201602,566,1545.3066854902245,1.5938267938802915
201603,833,1508.351080522009,2.843934317815562
201604,921,1547.4421444249713,3.255954775142542
201605,900,1548.1444050139282,3.15763171146224
201606,1415,1571.2943744347313,5.568887796955364
201607,1216,1587.5519502983898,4.637159717318215
201608,1107,1598.5783097858036,4.126816196310933
201609,1154,1636.7766038990712,4.346872576928751
201610,1250,1674.4837257989973,4.796349439467276
201611,651,1665.4722349844424,1.9918010992529431
201612,438,1626.604094573577,0.9945243104955929
201701,346,1629.3818612387088,0.5637756505628406
201702,545,1651.6996317564915,1.4955037301999894
201703,850,1654.8526479607044,2.923529178890092
201704,911,1665.6844415062376,3.2091342686281124
201705,1464,1716.4967999876417,5.798308278876069
201706,1510,1739.489079802369,6.013682608842446
201707,1886,1781.9063931642513,7.7741336537849985
201708,396,1764.9554356057126,0.7978781831349886
201709,518,1790.2986437335414,1.3690883626110295
201710,456,1807.1171668827144,1.0788012222215662
201711,571,1841.739147718285,1.6172370471375064
201712,571,1890.7596628455024,1.6172370471375064
201801,1049,1885.2553331331324,3.855257258527241
201802,955,1899.6963264834608,3.4151444972916027
201803,903,1866.8155580420296,3.1716778634165688
201804,405,1857.492813094684,0.8400166389979753
201805,455,1837.9965567885336,1.0741191715701233
201806,504,1857.799729548443,1.3035396534908281
201807,670,1959.3756806345111,2.080760061630359
201808,1880,1965.11622854542,7.74604134987634
201809,1027,2044.5307835016145,3.752252144195496
201810,367,2135.589536276426,0.6620987142431428
201811,172,2049.1933588803963,-0.25090116278823427
201812,190,2097.266126839128,-0.16662425106226098
201901,153,1969.2727411442047,-0.33986012516565045
201902,144,2080.9983744274173,-0.3819985810286371
201903,219,2021.5682565481816,-0.030844782170415155
201904,285,2077.3117095689367,0.27817056082482017
201905,429,2167.6060352278414,0.9523858546326063
201906,673,2258.5570079030267,2.0948062135846883
201907,875,2216.4145024141058,3.040580445176166
201908,590,2250.403013798537,1.7061960095149227
201909,649,2236.201613752915,1.9824369979500571
201910,1127,2300.243920645736,4.220457209339791
201911,1119,2388.5269542592864,4.183000804128248
201912,1039,2399.074863697774,3.808436752012811
202001,815,2444.85920244604,2.7596574060895884
202002,1165,2444.709068717718,4.398375134094624
202003,649,2449.255008373188,1.9824369979500571
202004,392,2385.639153733624,0.7791499805292168
202005,653,2498.4215082480364,2.001165200555829
202006,1836,2614.3566378446408,7.54003112121285
202007,972,2822.419812389397,3.494739358366133
202008,401,2893.710471133711,0.8212884363922034
202009,325,3048.4812967027324,0.46545258688253854
202010,416,3027.1211174033333,0.8915191961638478
202011,641,3246.178950375356,1.9449805927385135
202012,803,3351.566051612761,2.703472798272273
202101,603,3344.268263299019,1.767062667983681
202102,389,3326.337093528399,0.7651038285748879
202103,344,3445.7216808871804,0.5544115492599547
202104,405,3591.539769470318,0.8400166389979753
202105,526,3592.7398915740323,1.406544767822573
202106,391,3609.464492947408,0.7744679298777738
202107,477,3664.021530466666,1.1771242859018682
202108,318,3763.872266450276,0.4326782323224378
